SCUOLA_ANONIMO,CLASSE_ANONIMO,STUDENTE_ANONIMO,TIPO_SCUOLA,Grado,genere,mese,anno,luogo,regolarità,origine,luogo_padre,luogo_madre,voto_scritto_ita,voto_orale_ita,voto_scritto_mat,voto_orale_mat,voto_scritto_eng,voto_orale_eng,codice_orario,Cod_Reg,Areageo_5,WLE_ELI_200,LIVELLI_WLE_ELI,peso_studente,peso_classe,peso_scuola,ESCS_studente
1353,751,1,3,13,2,11,1,9,3,9,9,9,99,99,99,99,99,99,9,15,4,217.8280773842,3,22.4715370018975,1.06451612903226,21.1096256684492,.44474147493718
1353,751,19774,3,13,1,6,1,9,3,9,9,9,99,99,99,99,99,99,9,15,4,139.540508329872,1,22.4715370018975,1.06451612903226,21.1096256684492,-1.44693197976492
1351,747,3,4,13,1,4,1,1,3,9,9,9,8,8,7,7,7,7,3,15,4,188.783652365282,2,59.2263157894737,2.15789473684211,27.4463414634146,.587609930663704
1068,21,4,3,13,1,10,4,1,1,1,1,2,12,7,12,5,12,5,3,2,1,212.244678651046,2,35.1714285714286,2.54285714285714,13.8314606741573, 
1068,21,5,3,13,1,7,4,1,1,1,1,1,12,8,12,5,12,4,3,2,1,206.782382745072,2,35.1714285714286,2.54285714285714,13.8314606741573,.246937378087969
1068,20,6,3,13,1,3,4,1,1,1,1,1,12,5,12,6,12,6,3,2,1,169.305271361107,1,35.1714285714286,2.54285714285714,13.8314606741573,1.68634530905693
1094,79,7,3,13,1,1,4,1,1,1,1,1,66,7,66,9,66,8,3,3,1,226.48038013547,3,16.5941176470588,3.14705882352941,5.27289719626168,-.232403385104513
1070,24,19775,1,13,1,10,4,1,1,1,1,1,12,6,12,6,12,3,3,2,1,194.264451302331,2,27.7537878787879,3.29545454545455,8.42183908045977,-.377283460735926
1070,24,8,1,13,1,5,4,1,1,1,1,1,12,9,12,9,12,7,3,2,1,238.306686898513,3,27.7537878787879,3.29545454545455,8.42183908045977,2.34050375352743
1070,24,9,1,13,1,12,4,1,1,1,1,1,12,7,12,9,12,7,3,2,1,282.433522137434,3,27.7537878787879,3.29545454545455,8.42183908045977,1.4803868320854
1070,24,10,1,13,2,1,5,1,1,1,1,1,12,9,12,8,12,8,3,2,1,234.077500547098,3,27.7537878787879,3.29545454545455,8.42183908045977,.37097505337086
1070,24,11,1,13,1,4,4,1,1,1,1,1,12,6,12,5,12,3,3,2,1,213.480167803168,2,27.7537878787879,3.29545454545455,8.42183908045977,.89007907624889
1070,24,12,1,13,2,7,4,1,1,1,1,1,12,9,12,7,12,7,3,2,1,284.573310714917,3,27.7537878787879,3.29545454545455,8.42183908045977,1.4803868320854
1070,25,13,1,13,1,12,4,1,1,1,1,1,12,6,12,5,66,6,3,2,1,261.843250636731,3,27.7537878787879,3.29545454545455,8.42183908045977,-.396204320072952
1070,24,14,1,13,1,5,4,1,1,1,1,1,12,8,12,5,12,5,3,2,1,212.022218314566,2,27.7537878787879,3.29545454545455,8.42183908045977,2.19088821953772
1069,23,15,1,13,2,8,4,1,1,1,1,1,12,7,12,6,12,8,3,2,1,265.632391359593,3,20.9027777777778,1.05555555555556,19.8026315789474,1.0878831730981
1071,28,16,2,13,2,2,4,1,1,1,1,1,12,8,12,66,12,8,3,2,1,279.449043928171,3,30.3205128205128,3.02564102564103,10.021186440678,.134110557468457
1071,28,17,2,13,2,7,4,1,1,1,1,1,12,8,12,66,12,7,3,2,1,216.897363489381,3,30.3205128205128,3.02564102564103,10.021186440678,.799668851428267
1356,758,18,3,13,1,11,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,186.410945207288,2,26.7929864253394,1.36538461538462,19.6230323115162,.538014065945069
1091,74,19,3,13,1,6,4,1,1,1,1,1,12,6,12,7,12,7,3,2,1,201.839080812878,2,30.0243902439024,1.8780487804878,15.987012987013,-.52085308899683
1069,23,20,1,13,2,6,4,1,1,1,1,1,12,9,12,8,12,6,3,2,1,214.587725038405,2,20.9027777777778,1.05555555555556,19.8026315789474,.714885683552366
1074,34,21,1,13,2,6,4,1,1,1,1,1,66,6,66,6,66,6,3,2,1,201.861289702584,2,42.1091954022989,4.41379310344828,9.54036458333333,1.31658589711697
1074,34,22,1,13,1,6,4,1,1,1,1,1,66,5,66,7,66,5,3,2,1,205.844353785737,2,42.1091954022989,4.41379310344828,9.54036458333333,1.15881598300494
1074,35,23,1,13,1,3,4,1,1,1,1,1,66,6,66,7,66,7,3,2,1,224.124938404477,3,42.1091954022989,4.41379310344828,9.54036458333333,1.03154023011628
1074,34,24,1,13,2,5,4,1,1,1,1,1,66,5,66,6,66,6,3,2,1,262.377720672831,3,42.1091954022989,4.41379310344828,9.54036458333333,1.0878831730981
1074,35,25,1,13,1,2,4,1,1,1,1,1,66,5,66,3,66,7,3,2,1,270.29673993736,3,42.1091954022989,4.41379310344828,9.54036458333333,1.51438999396618
1074,34,26,1,13,1,1,4,1,1,1,1,1,66,5,66,4,66,5,3,2,1,228.655394535123,3,42.1091954022989,4.41379310344828,9.54036458333333,.388398531955362
1074,34,27,1,13,1,10,4,1,1,1,1,1,66,7,66,7,66,7,3,2,1,270.556264780999,3,42.1091954022989,4.41379310344828,9.54036458333333,2.34050375352743
1074,34,28,1,13,2,11,4,1,1,1,1,1,66,6,66,7,66,6,3,2,1,201.825358639584,2,42.1091954022989,4.41379310344828,9.54036458333333,.089167463975947
1074,35,29,1,13,2,12,4,1,1,1,1,1,66,5,66,5,66,8,3,2,1,278.439546549082,3,42.1091954022989,4.41379310344828,9.54036458333333,-.658910205972589
1074,35,30,1,13,1,8,4,1,1,1,4,1,66,5,66,4,66,6,3,2,1,264.647458535102,3,42.1091954022989,4.41379310344828,9.54036458333333,1.66400552795588
1074,34,31,1,13,2,8,4,1,1,1,1,1,66,7,66,7,66,7,3,2,1,253.373707145691,3,42.1091954022989,4.41379310344828,9.54036458333333,1.71970183646756
1074,34,32,1,13,2,8,4,1,1,1,1,1,66,8,66,9,66,8,3,2,1,265.632391359593,3,42.1091954022989,4.41379310344828,9.54036458333333,1.86931737045726
1073,32,33,2,13,2,2,4,1,1,1,1,1,12,6,12,4,12,8,3,2,1,237.909903912892,3,36.953125,2.375,15.5592105263158,-.232403385104513
1073,32,35,2,13,2,6,4,1,1,1,1,1,12,6,12,6,12,5,3,2,1,196.511410199714,2,36.953125,2.375,15.5592105263158, 
1078,43,37,3,13,1,2,4,1,1,1,1,1,12,8,12,6,12,7,3,2,1,227.593854083916,3,28.6279069767442,4.09302325581395,6.99431818181818,-.198400223223741
1078,43,38,3,13,1,11,4,1,1,1,1,3,12,7,12,7,12,5,3,2,1,204.464801262042,2,28.6279069767442,4.09302325581395,6.99431818181818,.12228860916409
1084,59,39,1,13,2,2,4,1,1,1,1,1,12,7,12,6,12,6,3,2,1,225.526827642663,3,15.3081395348837,1.97674418604651,7.74411764705883,-.658910205972589
1084,59,40,1,13,2,4,4,1,1,9,9,9,12,7,12,8,12,8,3,2,1,284.423201340434,3,15.3081395348837,1.97674418604651,7.74411764705883,.754989289226175
1084,58,41,1,13,1,8,4,1,1,1,1,1,12,6,12,4,12,8,3,2,1,254.755287650228,3,15.3081395348837,1.97674418604651,7.74411764705883,1.83596084304664
1084,58,42,1,13,1,5,4,1,1,1,1,1,12,7,12,7,12,8,3,2,1,282.433522137434,3,15.3081395348837,1.97674418604651,7.74411764705883,-.698673465658137
1084,59,43,1,13,1,9,4,1,1,1,1,1,12,7,12,7,12,6,3,2,1,249.800078448421,3,15.3081395348837,1.97674418604651,7.74411764705883,.246937378087969
1084,59,44,1,13,2,1,5,1,1,1,1,1,12,8,12,8,12,8,3,2,1,265.632391359593,3,15.3081395348837,1.97674418604651,7.74411764705883,1.4803868320854
1084,58,45,1,13,1,2,4,1,1,3,2,2,12,8,12,9,12,9,3,2,1,257.855703359427,3,15.3081395348837,1.97674418604651,7.74411764705883,.156527153267346
524,67,46,1,13,2,7,4,1,1,1,1,1,7,8,12,7,12,6,3,2,1,179.46353263604,2,17.7905405405405,1.56756756756757,11.3491379310345,.246937378087969
524,67,47,1,13,2,6,4,1,1,1,1,1,8,9,12,6,12,8,3,2,1,283.201344668078,3,17.7905405405405,1.56756756756757,11.3491379310345,1.01735482913755
1080,47,48,3,13,1,11,3,2,3,1,1,1,12,7,12,6,12,7,3,2,1,196.511410199714,2,30.0243902439024,3.75609756097561,7.99350649350649,1.3981309873871
524,67,49,1,13,2,11,4,1,1,1,1,3,8,9,12,7,12,8,3,2,1,242.942557196856,3,17.7905405405405,1.56756756756757,11.3491379310345,.542930368461613
1086,63,50,1,13,2,12,4,1,1,1,1,1,12,7,12,8,12,6,3,2,1,249.564273732179,3,23.515625,1.125,20.9027777777778,.089167463975947
519,52,51,3,13,2,12,4,1,1,1,1,1,12,9,12,9,12,9,3,2,1,222.045727863113,3,36.2058823529412,4.05882352941176,8.92028985507246,1.31658589711697
1083,55,52,4,13,1,11,4,1,1,1,1,1,12,7,12,6,12,6,3,2,1,138.020703276991,1,24.9025641025641,3.79487179487179,6.56216216216216, 
1085,60,53,2,13,2,6,4,1,1,1,1,1,12,8,12,8,12,8,3,2,1,234.291140312364,3,25.7065217391304,3.3695652173913,7.62903225806451, 
1085,60,54,2,13,2,10,4,1,1,1,1,1,12,7,12,7,12,8,3,2,1,193.392087322474,2,25.7065217391304,3.3695652173913,7.62903225806451, 
1071,29,55,2,13,1,12,4,1,1,1,1,1,6,66,12,5,12,6,3,2,1,245.159299501667,3,30.3205128205128,3.02564102564103,10.021186440678,.882188227416994
1090,72,56,3,13,1,4,4,1,1,1,1,1,7,7,12,6,12,7,3,2,1,261.2145080517,3,41.0333333333333,2.56666666666667,15.987012987013,.546168446067384
1086,63,57,1,13,1,7,4,1,1,1,1,1,12,8,12,7,12,7,3,2,1,234.920334002296,3,23.515625,1.125,20.9027777777778,1.83596084304664
1078,43,58,3,13,1,9,4,1,1,1,1,1,12,7,12,8,12,6,3,2,1,172.598381998107,2,28.6279069767442,4.09302325581395,6.99431818181818,.732309162136868
1086,63,59,1,13,2,5,4,1,1,3,4,4,12,7,12,8,12,8,3,2,1,278.439546549082,3,23.515625,1.125,20.9027777777778,.799668851428267
1086,63,60,1,13,2,5,4,1,1,1,1,1,12,6,12,7,12,5,3,2,1,228.31523812262,3,23.515625,1.125,20.9027777777778,1.15881598300494
1087,64,62,1,13,1,4,4,1,1,1,1,1,12,7,12,5,12,8,3,2,1,283.201344668078,3,28.3992248062016,5.81395348837209,4.88466666666667,1.15881598300494
1082,50,63,1,13,2,11,4,1,1,1,1,1,12,7,12,5,12,8,3,2,1,241.709186567566,3,16.0548780487805,1.04878048780488,15.3081395348837,.572017227825841
1091,74,64,3,13,2,6,4,1,1,9,9,9,12,6,12,7,12,7,3,2,1,192.291007979551,2,30.0243902439024,1.8780487804878,15.987012987013,-.377102616577677
1088,69,66,4,13,2,7,4,1,1,1,1,1,12,7,12,4,12,6,3,2,1,150.465913799305,1,33.4896551724138,2.27586206896552,14.7151515151515,.443859458244551
1091,74,67,3,13,2,5,4,1,1,1,1,1,12,7,12,7,12,9,3,2,1,262.377720672831,3,30.0243902439024,1.8780487804878,15.987012987013,-.0746334709924914
1087,64,68,1,13,1,4,4,1,1,1,1,1,12,6,12,6,12,6,3,2,1,232.561351171728,3,28.3992248062016,5.81395348837209,4.88466666666667,1.83596084304664
1087,65,69,1,13,1,3,4,1,1,1,1,1,12,8,12,8,12,9,3,2,1,282.433522137434,3,28.3992248062016,5.81395348837209,4.88466666666667,1.31658589711697
1087,65,70,1,13,1,8,4,1,1,1,1,1,12,7,12,7,12,9,3,2,1,284.573310714917,3,28.3992248062016,5.81395348837209,4.88466666666667,1.51438999396618
1092,76,71,2,13,2,1,4,1,1,1,1,1,7,7,12,5,12,7,3,2,1,218.941210849666,3,30.3205128205128,1.46153846153846,20.7456140350877,.443859458244551
1086,63,72,1,13,2,1,5,1,1,9,9,9,12,7,12,7,12,7,3,2,1,261.396151016878,3,23.515625,1.125,20.9027777777778,.714885683552366
1086,62,73,1,13,2,9,4,1,1,1,1,1,12,10,12,9,12,8,3,2,1,283.275778525767,3,23.515625,1.125,20.9027777777778,-.232403385104513
1090,71,74,3,13,1,7,4,1,1,1,1,1,6,7,12,6,12,7,3,2,1,176.984959956549,2,41.0333333333333,2.56666666666667,15.987012987013, 
1089,70,75,1,13,1,1,4,1,1,1,1,1,99,99,99,99,99,99,9,2,1,209.023454292738,2,40.7055555555556,1,40.7055555555556, 
1079,45,76,1,13,2,11,4,1,1,1,1,1,12,8,12,5,12,8,3,2,1,244.424280033665,3,28.3992248062016,2.32558139534884,12.2116666666667,-.232403385104513
1079,45,77,1,13,2,2,4,1,1,1,1,1,12,7,12,6,12,8,3,2,1,241.844817541482,3,28.3992248062016,2.32558139534884,12.2116666666667,.995015048036506
1079,45,78,1,13,1,1,4,1,1,1,1,1,12,8,12,7,12,7,3,2,1,235.260300520771,3,28.3992248062016,2.32558139534884,12.2116666666667,.871248295805256
1079,45,79,1,13,2,1,4,1,1,1,1,1,12,7,12,5,12,7,3,2,1,235.260300520771,3,28.3992248062016,2.32558139534884,12.2116666666667,-.658910205972589
1079,45,80,1,13,1,6,4,1,1,1,1,1,12,7,12,7,12,7,3,2,1,240.280364086057,3,28.3992248062016,2.32558139534884,12.2116666666667,.568508227168429
1086,62,81,1,13,2,6,4,1,1,1,1,1,12,7,12,9,12,7,3,2,1,283.201344668078,3,23.515625,1.125,20.9027777777778,1.31658589711697
1086,62,83,1,13,2,12,4,1,1,1,1,1,12,6,12,6,12,6,3,2,1,285.852593004117,3,23.515625,1.125,20.9027777777778,1.18115576410599
1086,62,84,1,13,2,2,4,1,1,1,1,1,12,8,12,9,12,7,3,2,1,283.362301132111,3,23.515625,1.125,20.9027777777778,1.92923343405453
1086,62,85,1,13,1,2,4,1,1,1,1,1,12,8,12,9,12,8,3,2,1,283.362301132111,3,23.515625,1.125,20.9027777777778,.859584915025529
1086,62,86,1,13,2,8,4,1,1,1,1,1,12,7,12,8,12,6,3,2,1,217.8280773842,3,23.515625,1.125,20.9027777777778,1.31658589711697
1086,62,88,1,13,2,8,4,1,1,1,1,1,12,8,12,8,12,6,3,2,1,240.217749907823,3,23.515625,1.125,20.9027777777778,1.19281914488572
1086,62,89,1,13,2,4,4,1,1,1,1,1,12,7,12,7,12,6,3,2,1,249.800078448421,3,23.515625,1.125,20.9027777777778,1.86931737045726
1086,63,90,1,13,1,3,5,1,1,1,1,1,12,6,12,6,12,7,3,2,1,275.914793954222,3,23.515625,1.125,20.9027777777778,1.31658589711697
1086,63,91,1,13,1,5,4,1,1,1,1,1,12,8,12,8,12,8,3,2,1,256.566468771806,3,23.515625,1.125,20.9027777777778,1.30843151699465
1086,63,92,1,13,1,9,4,1,1,1,1,1,12,9,12,10,12,9,3,2,1,279.449043928171,3,23.515625,1.125,20.9027777777778,2.63973482150685
1086,63,93,1,13,2,7,5,1,1,1,1,1,12,9,12,8,12,9,3,2,1,285.852593004117,3,23.515625,1.125,20.9027777777778,1.76543249908609
1086,63,94,1,13,1,8,4,1,1,1,1,1,12,9,12,8,12,8,3,2,1,282.150979685096,3,23.515625,1.125,20.9027777777778,1.9632365959353
1087,65,95,1,13,1,2,4,1,1,1,1,1,12,7,12,6,12,6,3,2,1,216.440349065181,3,28.3992248062016,5.81395348837209,4.88466666666667,-.842423938077291
1086,62,96,1,13,1,5,4,1,1,1,1,1,12,8,12,7,12,6,3,2,1,246.159326782712,3,23.515625,1.125,20.9027777777778,1.76543249908609
1084,57,97,1,13,1,4,4,1,1,1,1,1,12,7,12,6,12,7,3,2,1,246.159326782712,3,35.9166666666667,1,35.9166666666667,.410738313056407
1084,57,98,1,13,2,3,5,4,1,2,4,4,12,8,12,6,12,9,3,2,1,283.275778525767,3,35.9166666666667,1,35.9166666666667,-.698673465658137
1084,59,99,1,13,1,5,4,1,1,1,1,3,12,8,12,6,12,7,3,2,1,211.844207465431,2,15.3081395348837,1.97674418604651,7.74411764705883,-1.44675113560667
1084,57,100,1,13,1,2,4,1,1,1,1,1,12,6,12,4,12,5,3,2,1,243.933215814282,3,35.9166666666667,1,35.9166666666667,1.78777228018713
1078,43,101,3,13,1,11,4,1,1,1,1,1,12,8,12,8,12,6,3,2,1,199.484290880935,2,28.6279069767442,4.09302325581395,6.99431818181818,-.803609437445753
1078,42,102,3,13,2,5,4,1,1,3,2,2,12,6,12,7,12,7,3,2,1,196.511410199714,2,28.6279069767442,4.09302325581395,6.99431818181818,-.853205302164389
1084,57,103,1,13,2,7,4,1,1,1,1,1,12,7,12,9,12,8,3,2,1,285.852593004117,3,35.9166666666667,1,35.9166666666667,-.553974234184974
1076,38,104,4,13,1,10,3,1,3,9,9,9,5,6,12,4,6,7,3,2,1,194.264451302331,2,26.2486486486486,1.32432432432432,19.8204081632653,.568508227168429
1076,38,105,4,13,1,10,4,1,1,3,3,3,5,6,12,3,8,7,3,2,1,205.857472025809,2,26.2486486486486,1.32432432432432,19.8204081632653, 
1076,39,20198,4,13,2,1,4,1,1,1,1,1,9,8,12,7,66,7,3,2,1,194.264451302331,2,26.2486486486486,1.32432432432432,19.8204081632653, 
1076,38,106,4,13,1,7,4,1,1,1,2,1,6,6,12,5,8,6,3,2,1,204.624759387723,2,26.2486486486486,1.32432432432432,19.8204081632653,-.842423938077291
1076,38,107,4,13,1,7,4,4,1,9,9,9,5,6,12,5,6,9,3,2,1,231.547415690008,3,26.2486486486486,1.32432432432432,19.8204081632653,-1.75089850610263
652,330,108,1,13,2,8,4,1,1,9,9,9,7,8,66,66,66,7,3,7,2,228.655394535123,3,5.85294117647059,1.05882352941176,5.52777777777778,1.51438999396618
1079,45,109,1,13,1,1,4,1,1,1,1,1,12,7,12,9,12,8,3,2,1,266.628513415706,3,28.3992248062016,2.32558139534884,12.2116666666667,.227224580951706
1079,44,110,1,13,1,10,4,1,1,1,1,1,12,7,12,7,12,6,3,2,1,225.115464485528,3,28.3992248062016,2.32558139534884,12.2116666666667,1.19281914488572
1079,45,111,1,13,1,5,4,1,1,1,1,1,12,7,12,6,12,7,3,2,1,221.88624259658,3,28.3992248062016,2.32558139534884,12.2116666666667,-.0825243198243873
1079,45,112,1,13,1,12,4,1,1,9,9,9,12,7,12,5,12,8,3,2,1,266.681773804932,3,28.3992248062016,2.32558139534884,12.2116666666667,.227224580951706
1079,44,113,1,13,2,12,4,4,1,2,4,4,12,8,12,6,12,8,3,2,1,255.040450601325,3,28.3992248062016,2.32558139534884,12.2116666666667,.250446378745381
1087,65,114,1,13,1,5,4,4,1,2,4,4,12,4,12,3,12,6,3,2,1,209.801615368984,2,28.3992248062016,5.81395348837209,4.88466666666667,-1.62362275321397
1079,44,115,1,13,2,5,4,1,1,3,2,2,12,6,12,5,12,6,3,2,1,234.077500547098,3,28.3992248062016,2.32558139534884,12.2116666666667,-.992441309455918
1081,49,116,3,13,1,3,4,1,1,1,1,1,12,7,12,6,12,7,3,2,1,229.330798107061,3,34.1944444444444,2.27777777777778,15.0121951219512,-.396204320072952
1081,49,117,3,13,1,6,4,1,1,1,1,1,12,7,12,5,12,6,3,2,1,150.193893543325,1,34.1944444444444,2.27777777777778,15.0121951219512, 
1086,62,118,1,13,2,4,4,1,1,1,1,1,12,8,12,8,12,7,3,2,1,257.909442107445,3,23.515625,1.125,20.9027777777778,1.19281914488572
1086,62,119,1,13,1,3,4,1,1,1,1,1,12,6,12,8,12,6,3,2,1,242.302997397948,3,23.515625,1.125,20.9027777777778,2.28480744501576
1088,68,120,4,13,1,7,4,1,1,9,9,9,12,7,12,6,12,6,3,2,1,210.134550779215,2,33.4896551724138,2.27586206896552,14.7151515151515,-1.31401215853638
1086,62,121,1,13,1,11,4,1,1,1,1,1,12,6,12,6,12,6,3,2,1,279.449043928171,3,23.515625,1.125,20.9027777777778,.443859458244551
1086,62,123,1,13,2,3,4,1,1,1,1,1,12,8,12,8,12,4,3,2,1,224.150643228363,3,23.515625,1.125,20.9027777777778,1.51438999396618
1091,73,124,3,13,1,12,4,4,1,1,1,1,12,6,12,6,12,7,3,2,1,176.982437375957,2,30.0243902439024,1.8780487804878,15.987012987013,-1.34199600797731
1088,69,125,4,13,2,8,4,1,1,1,1,1,12,7,12,6,12,5,3,2,1,160.985942883193,1,33.4896551724138,2.27586206896552,14.7151515151515,-2.0677338968248
1091,74,126,3,13,2,6,4,1,1,1,1,1,12,8,12,9,12,9,3,2,1,189.216694816715,2,30.0243902439024,1.8780487804878,15.987012987013,-.853205302164389
1082,51,127,1,13,2,5,4,1,1,1,1,1,12,7,12,5,12,8,3,2,1,266.628513415706,3,16.0548780487805,1.04878048780488,15.3081395348837,.266039081583244
1092,76,128,2,13,2,11,4,1,1,1,1,1,8,8,12,7,12,7,3,2,1,198.439599951651,2,30.3205128205128,1.46153846153846,20.7456140350877,.867739295147844
1087,64,129,1,13,1,10,4,1,1,1,1,1,12,7,12,8,12,8,3,2,1,218.372115016386,3,28.3992248062016,5.81395348837209,4.88466666666667,.673444198956045
1087,64,19776,1,13,1,11,4,1,1,1,3,1,12,8,12,8,12,8,3,2,1,285.852593004117,3,28.3992248062016,5.81395348837209,4.88466666666667,-1.76850282884538
1092,76,130,2,13,2,11,4,1,1,1,1,1,8,9,12,7,12,8,3,2,1,229.402223857726,3,30.3205128205128,1.46153846153846,20.7456140350877,.37097505337086
1092,76,131,2,13,2,10,4,1,1,1,1,1,8,9,12,7,12,8,3,2,1,263.126773462912,3,30.3205128205128,1.46153846153846,20.7456140350877,.266039081583244
1092,75,132,2,13,2,8,4,1,1,1,1,1,7,7,12,6,12,6,3,2,1,209.023454292738,2,30.3205128205128,1.46153846153846,20.7456140350877, 
1092,75,133,2,13,2,12,4,1,1,1,1,1,7,7,12,5,12,7,3,2,1,256.760276039928,3,30.3205128205128,1.46153846153846,20.7456140350877, 
1090,72,134,3,13,2,1,4,1,1,1,1,1,5,5,12,6,12,6,3,2,1,161.25880600256,1,41.0333333333333,2.56666666666667,15.987012987013, 
1092,76,135,2,13,2,8,4,1,1,1,1,1,9,9,12,6,12,8,3,2,1,236.277412165886,3,30.3205128205128,1.46153846153846,20.7456140350877,-.377102616577677
1092,76,136,2,13,2,7,4,1,1,9,9,9,7,7,12,7,12,6,3,2,1,178.324244206656,2,30.3205128205128,1.46153846153846,20.7456140350877,-.19928223991637
1090,72,137,3,13,2,2,4,1,1,1,1,2,6,6,12,6,12,5,3,2,1,171.398970592472,2,41.0333333333333,2.56666666666667,15.987012987013,-.19928223991637
1092,75,138,2,13,2,4,4,1,1,1,4,1,7,7,12,6,12,6,3,2,1,240.14367169572,3,30.3205128205128,1.46153846153846,20.7456140350877,-.371639392396043
1092,75,139,2,13,2,10,4,1,1,1,1,1,7,6,12,5,12,8,3,2,1,243.966443554934,3,30.3205128205128,1.46153846153846,20.7456140350877,-.179569442780107
1092,75,140,2,13,2,11,3,1,3,1,1,1,7,7,12,6,12,7,3,2,1,243.966443554934,3,30.3205128205128,1.46153846153846,20.7456140350877, 
1087,64,141,1,13,1,7,4,1,1,1,1,1,12,8,12,8,12,8,3,2,1,249.800078448421,3,28.3992248062016,5.81395348837209,4.88466666666667,.871248295805256
1092,75,142,2,13,2,10,4,1,1,1,1,1,9,9,12,7,12,8,3,2,1,256.760276039928,3,30.3205128205128,1.46153846153846,20.7456140350877, 
1092,76,143,2,13,1,3,4,1,1,1,1,1,8,9,12,6,12,7,3,2,1,165.579903904119,1,30.3205128205128,1.46153846153846,20.7456140350877,-.842423938077291
1086,62,144,1,13,2,2,4,1,1,1,1,1,12,6,12,8,12,6,3,2,1,282.150979685096,3,23.515625,1.125,20.9027777777778,1.71970183646756
1086,62,145,1,13,2,6,4,1,1,1,1,1,12,9,12,7,12,7,3,2,1,282.433522137434,3,23.515625,1.125,20.9027777777778,1.16697036312726
1079,45,146,1,13,2,3,4,1,1,1,1,1,12,7,12,5,12,7,3,2,1,278.439546549082,3,28.3992248062016,2.32558139534884,12.2116666666667,-.377102616577677
524,67,147,1,13,2,4,4,1,1,1,1,1,7,8,12,8,12,7,3,2,1,231.730814657354,3,17.7905405405405,1.56756756756757,11.3491379310345,1.51438999396618
537,83,148,1,13,2,1,4,1,1,1,1,4,6,7,12,4,12,8,3,3,1,247.396589250177,3,8.34042553191489,4.42553191489362,1.88461538461538,.893588076906301
1097,93,149,1,13,2,2,4,1,1,1,1,1,66,9,12,7,12,8,3,3,1,256.566468771806,3,11.8787878787879,1.78787878787879,6.64406779661017,1.33892567821801
1097,93,150,1,13,2,7,4,1,1,1,1,1,66,9,12,7,12,8,3,3,1,231.547415690008,3,11.8787878787879,1.78787878787879,6.64406779661017,.859584915025529
543,89,151,4,13,2,2,5,1,1,1,1,1,12,7,12,5,12,6,3,3,1,115.623926342114,1,14.4529914529915,3.56410256410256,4.05515587529976, 
542,87,152,1,13,1,5,4,1,1,1,1,1,12,8,12,5,12,7,3,3,1,241.709186567566,3,15.3625,4.85,3.16752577319588,1.51438999396618
542,87,153,1,13,1,2,5,1,1,1,1,1,12,8,12,8,12,8,3,3,1,278.439546549082,3,15.3625,4.85,3.16752577319588, 
537,83,154,1,13,2,3,4,1,1,1,1,1,6,7,12,6,12,7,3,3,1,198.615481672776,2,8.34042553191489,4.42553191489362,1.88461538461538,1.21515892598676
536,82,155,1,13,1,6,4,1,1,1,1,1,12,6,12,5,12,5,3,3,1,246.159326782712,3,16.6081081081081,1.37837837837838,12.0490196078431,-.698673465658137
537,84,156,1,13,2,9,4,1,1,1,1,1,8,9,12,7,12,8,3,3,1,278.439546549082,3,8.34042553191489,4.42553191489362,1.88461538461538,.246937378087969
536,81,157,1,13,1,11,4,1,1,1,1,1,12,5,12,5,12,6,3,3,1,238.870585686738,3,16.6081081081081,1.37837837837838,12.0490196078431, 
537,84,158,1,13,2,11,4,1,1,1,1,1,7,7,12,6,12,7,3,3,1,283.275778525767,3,8.34042553191489,4.42553191489362,1.88461538461538,-.553974234184974
543,90,159,4,13,1,10,4,1,1,1,1,1,12,7,12,7,12,9,3,3,1,284.423201340434,3,14.4529914529915,3.56410256410256,4.05515587529976,.351873349875585
536,81,160,1,13,1,8,4,1,1,1,1,1,12,6,12,6,12,7,3,3,1,222.045727863113,3,16.6081081081081,1.37837837837838,12.0490196078431,-.0555317674972164
1096,91,161,4,13,1,3,4,1,1,3,4,4,12,5,12,7,12,7,3,3,1,171.398970592472,2,13.1085271317829,3.6046511627907,3.63655913978495,-.399442397678723
1095,86,162,2,13,2,7,3,1,3,1,1,1,6,8,12,6,12,5,3,3,1,162.587432122207,1,12.925,3.45,3.7463768115942,.837245133924484
537,84,163,1,13,2,6,4,1,1,1,1,1,7,8,12,6,12,10,3,3,1,245.173918349937,3,8.34042553191489,4.42553191489362,1.88461538461538,.123170625856719
1096,92,164,4,13,1,1,4,1,1,1,1,1,12,8,12,6,12,6,3,3,1,141.609256180974,1,13.1085271317829,3.6046511627907,3.63655913978495,-.19928223991637
546,95,165,1,13,1,7,4,1,1,1,1,4,8,8,12,5,12,7,3,3,1,243.933215814282,3,21.1896551724138,2.03448275862069,10.4152542372881,1.86931737045726
546,95,166,1,13,1,3,4,1,1,1,1,4,8,7,12,7,12,7,3,3,1,235.260300520771,3,21.1896551724138,2.03448275862069,10.4152542372881,.089167463975947
1100,102,167,2,13,2,11,4,1,1,1,1,1,12,8,12,8,12,8,3,3,1,253.373707145691,3,12.0232558139535,2.83720930232558,4.23770491803279,1.83596084304664
551,110,169,2,13,1,9,4,1,1,1,1,1,12,4,12,3,12,6,3,3,1,250.993145678613,3,16.6774193548387,1.35483870967742,12.3095238095238,1.32009489777438
553,115,170,1,13,2,3,4,1,1,1,1,1,12,7,12,7,12,5,3,3,1,200.64848555927,2,8.40136054421768,1.3469387755102,6.23737373737374,1.01411675153178
