SCUOLA_ANONIMO,CLASSE_ANONIMO,STUDENTE_ANONIMO,TIPO_SCUOLA,Grado,genere,mese,anno,luogo,regolarità,origine,luogo_padre,luogo_madre,voto_scritto_ita,voto_orale_ita,voto_scritto_mat,voto_orale_mat,voto_scritto_eng,voto_orale_eng,codice_orario,Cod_Reg,Areageo_5,WLE_ELI_200,LIVELLI_WLE_ELI,peso_studente,peso_classe,peso_scuola,ESCS_studente
1340,726,1077,1,13,2,11,4,1,1,1,1,1,12,9,12,6,12,9,3,15,4,256.566468771806,3,24.0952380952381,1.4047619047619,17.1525423728814,-.232403385104513
1340,726,19802,1,13,2,6,4,1,1,1,1,1,12,6,12,7,12,6,3,15,4,186.15271449639,2,24.0952380952381,1.4047619047619,17.1525423728814,-1.12536113068446
1340,726,1078,1,13,2,6,4,1,1,1,1,1,12,9,12,8,12,9,3,15,4,224.599867941103,3,24.0952380952381,1.4047619047619,17.1525423728814,-.349299611294997
1340,726,1079,1,13,1,9,4,1,1,1,1,1,12,5,12,5,12,6,3,15,4,209.131502629875,2,24.0952380952381,1.4047619047619,17.1525423728814,-1.4514039068328
1340,725,1080,1,13,2,1,5,1,1,1,1,1,12,8,12,7,12,8,3,15,4,230.088560383109,3,24.0952380952381,1.4047619047619,17.1525423728814,-.0943462681287544
1340,726,20199,1,13,2,2,5,1,1,1,1,1,12,8,12,7,12,8,3,15,4,266.681773804932,3,24.0952380952381,1.4047619047619,17.1525423728814, 
1338,721,1081,1,13,1,4,5,1,1,1,1,1,99,99,99,99,99,99,9,15,4,187.450642667089,2,27.0385964912281,1.89473684210526,14.2703703703704,1.33568760061224
1340,725,1082,1,13,2,6,4,1,1,1,1,1,12,8,12,8,12,6,3,15,4,210.239299272298,2,24.0952380952381,1.4047619047619,17.1525423728814,.089167463975947
1340,725,1083,1,13,2,7,4,1,1,1,1,1,12,5,12,3,12,5,3,15,4,147.47865283659,1,24.0952380952381,1.4047619047619,17.1525423728814,-.808262208671878
1345,736,1084,1,13,2,3,5,1,1,9,9,9,12,9,12,9,12,9,3,15,4,275.914793954222,3,24.1055555555556,1.05555555555556,22.8368421052632,1.31658589711697
1345,736,1085,1,13,1,3,5,1,1,9,9,9,12,7,12,7,12,5,3,15,4,178.441020401129,2,24.1055555555556,1.05555555555556,22.8368421052632,-.0555317674972164
1345,735,1086,1,13,1,2,4,1,1,9,9,9,12,8,12,8,12,9,3,15,4,283.201344668078,3,24.1055555555556,1.05555555555556,22.8368421052632,-.0555317674972164
1345,736,1087,1,13,2,8,4,1,1,9,9,9,12,7,12,4,12,5,3,15,4,179.622620018309,2,24.1055555555556,1.05555555555556,22.8368421052632,-.947359909864906
1345,735,1088,1,13,2,10,4,1,1,9,9,9,12,8,12,7,12,9,3,15,4,226.170851640389,3,24.1055555555556,1.05555555555556,22.8368421052632,.995015048036506
1345,735,1089,1,13,2,8,4,1,1,9,9,9,12,6,12,7,12,8,3,15,4,240.14367169572,3,24.1055555555556,1.05555555555556,22.8368421052632,.837245133924484
1345,735,1090,1,13,1,8,4,1,1,9,9,9,12,7,12,7,12,8,3,15,4,234.077500547098,3,24.1055555555556,1.05555555555556,22.8368421052632,-.842423938077291
1345,735,1091,1,13,1,12,4,1,1,9,9,9,12,8,12,8,12,8,3,15,4,271.492866626855,3,24.1055555555556,1.05555555555556,22.8368421052632,1.51438999396618
1345,736,1092,1,13,2,7,4,1,1,9,9,9,12,7,12,6,12,5,3,15,4,218.872542938016,3,24.1055555555556,1.05555555555556,22.8368421052632,-.698673465658137
1345,736,1093,1,13,2,5,4,9,1,9,9,9,12,8,12,6,12,6,3,15,4,195.878255823364,2,24.1055555555556,1.05555555555556,22.8368421052632,.227224580951706
1345,735,1094,1,13,2,4,4,1,1,9,9,9,12,7,12,7,12,7,3,15,4,197.497792039725,2,24.1055555555556,1.05555555555556,22.8368421052632,-1.44675113560667
1341,728,1095,2,13,2,5,4,1,1,9,9,9,12,8,12,7,12,6,3,15,4,145.234065359589,1,26.969387755102,1.02380952380952,26.3421926910299,-.553974234184974
1345,735,1096,1,13,1,8,4,1,1,1,1,1,12,5,12,6,12,7,3,15,4,181.644267540026,2,24.1055555555556,1.05555555555556,22.8368421052632,.859584915025529
1345,736,1097,1,13,1,5,4,4,1,1,1,1,12,7,12,7,12,6,3,15,4,282.150979685096,3,24.1055555555556,1.05555555555556,22.8368421052632,.926944604316928
1341,727,19803,2,13,2,7,4,1,1,1,1,9,12,7,12,8,12,7,3,15,4,168.381257835124,1,26.969387755102,1.02380952380952,26.3421926910299,-.803790281604002
1341,727,1098,2,13,2,9,4,1,1,1,1,1,12,7,12,7,12,7,3,15,4,197.497792039725,2,26.969387755102,1.02380952380952,26.3421926910299,-.232403385104513
1336,717,1099,4,13,2,2,5,1,1,1,1,1,12,6,12,4,66,66,3,15,4,160.985942883193,1,34.1,2.24242424242424,15.2067567567568,-.803609437445753
1336,717,1100,4,13,2,8,4,1,1,1,1,1,12,6,12,5,66,66,3,15,4,151.193396272368,1,34.1,2.24242424242424,15.2067567567568,-.19928223991637
1336,717,1101,4,13,2,12,4,1,1,1,1,1,12,8,12,7,66,66,3,15,4,149.925658206403,1,34.1,2.24242424242424,15.2067567567568,-.482038588365292
1350,745,1102,4,13,1,6,4,1,1,1,1,1,4,2,6,6,3,3,3,15,4,154.416706258938,1,33.0970588235294,3.38235294117647,9.78521739130435,-1.76832198468713
1350,745,1103,4,13,1,4,5,1,1,1,1,1,5,5,6,7,4,3,3,15,4,164.025230550776,1,33.0970588235294,3.38235294117647,9.78521739130435,-1.90025050880192
1336,718,1104,4,13,1,12,4,1,1,1,1,1,12,6,12,6,66,66,3,15,4,141.609256180974,1,34.1,2.24242424242424,15.2067567567568,-1.74051897940445
1336,718,1105,4,13,2,6,4,1,1,1,1,1,12,6,12,5,66,66,3,15,4,162.587432122207,1,34.1,2.24242424242424,15.2067567567568,-1.59050160802583
1336,718,1106,4,13,2,3,5,1,1,1,1,1,12,6,12,5,66,66,3,15,4,175.828744022546,2,34.1,2.24242424242424,15.2067567567568,.12228860916409
1336,717,1107,4,13,1,6,4,1,1,1,1,1,12,8,12,6,66,66,3,15,4,198.065945854223,2,34.1,2.24242424242424,15.2067567567568,-1.74051897940445
1342,729,1108,1,13,1,9,4,1,1,1,1,1,12,6,12,6,12,7,3,15,4,159.995028700667,1,33.504347826087,4.56521739130435,7.33904761904762,2.19088821953772
1342,729,1109,1,13,2,11,4,1,1,9,9,9,12,7,12,7,12,8,3,15,4,228.655394535123,3,33.504347826087,4.56521739130435,7.33904761904762,-.396204320072952
1342,730,1110,1,13,1,3,5,1,1,1,1,1,12,7,12,5,12,8,3,15,4,283.201344668078,3,33.504347826087,4.56521739130435,7.33904761904762,1.83596084304664
1342,730,1111,1,13,1,10,4,1,1,1,1,1,12,6,12,5,12,7,3,15,4,208.713790490512,2,33.504347826087,4.56521739130435,7.33904761904762,-1.44675113560667
1342,730,1112,1,13,1,4,4,1,1,1,1,1,12,6,12,7,12,7,3,15,4,187.36815049162,2,33.504347826087,4.56521739130435,7.33904761904762,-.947359909864906
1342,730,1113,1,13,1,4,5,1,1,1,1,1,12,7,12,5,12,7,3,15,4,204.242639657599,2,33.504347826087,4.56521739130435,7.33904761904762,.870366279112627
1342,729,1114,1,13,2,10,4,1,1,1,1,1,12,9,12,8,12,9,3,15,4,262.377720672831,3,33.504347826087,4.56521739130435,7.33904761904762,2.63973482150685
1342,729,20200,1,13,1,7,4,1,1,1,1,1,12,7,12,6,12,7,3,15,4,247.396589250177,3,33.504347826087,4.56521739130435,7.33904761904762, 
1342,729,1115,1,13,1,5,4,1,1,1,1,1,12,6,12,7,12,7,3,15,4,218.372115016386,3,33.504347826087,4.56521739130435,7.33904761904762,1.63000236607511
1342,729,1116,1,13,2,10,4,1,1,1,1,1,12,6,12,7,12,7,3,15,4,265.632391359593,3,33.504347826087,4.56521739130435,7.33904761904762,1.51438999396618
1342,729,1117,1,13,2,8,4,1,1,1,1,1,12,9,12,8,12,8,3,15,4,214.682248203745,2,33.504347826087,4.56521739130435,7.33904761904762,1.0878831730981
1342,729,1118,1,13,1,9,4,1,1,1,1,1,12,7,12,8,12,8,3,15,4,204.242639657599,2,33.504347826087,4.56521739130435,7.33904761904762,.421519677143505
1342,729,1119,1,13,1,6,4,1,1,1,1,1,12,7,12,7,12,7,3,15,4,207.649249703981,2,33.504347826087,4.56521739130435,7.33904761904762,.239046529256073
1342,729,1120,1,13,2,3,5,1,1,1,1,1,12,8,12,7,12,9,3,15,4,283.201344668078,3,33.504347826087,4.56521739130435,7.33904761904762,1.01411675153178
1216,393,1121,3,13,2,1,4,1,1,9,9,9,7,66,6,66,12,7,3,8,2,257.815885910772,3,36.365625,3.575,10.1722027972028,.587609930663704
1342,730,1122,1,13,1,7,5,1,1,1,1,1,12,7,12,7,12,8,3,15,4,256.760276039928,3,33.504347826087,4.56521739130435,7.33904761904762,-1.15217283885338
1337,719,1123,3,13,1,5,4,1,1,1,1,1,5,6,7,7,7,8,3,15,4,189.292989321255,2,40.977508650519,3.11764705882353,13.1437291897891,.123170625856719
1334,713,1124,4,13,2,5,4,1,1,1,1,1,6,66,7,66,6,66,3,15,4,138.710519945856,1,31.2583333333333,2.5,12.5033333333333,.373162030560191
1334,713,1125,4,13,2,11,4,1,1,1,1,1,9,66,8,66,9,66,3,15,4,183.807724315021,2,31.2583333333333,2.5,12.5033333333333,.410738313056407
1334,713,1126,4,13,1,3,4,1,1,1,1,1,5,66,5,66,6,66,3,15,4,154.543956373254,1,31.2583333333333,2.5,12.5033333333333,-.752182796980479
1334,713,1127,4,13,2,12,4,1,1,1,1,1,6,66,6,66,7,66,3,15,4,164.025230550776,1,31.2583333333333,2.5,12.5033333333333,-2.57245227092218
1334,713,1128,4,13,1,2,4,1,1,1,1,1,5,66,5,66,5,66,3,15,4,155.738203299905,1,31.2583333333333,2.5,12.5033333333333,-.648530679274411
1334,714,1129,4,13,1,12,4,1,1,1,1,1,7,66,6,66,6,66,3,15,4,174.654727831491,2,31.2583333333333,2.5,12.5033333333333,1.12123970050873
1334,714,1130,4,13,1,9,4,1,1,1,1,1,6,66,3,66,4,66,3,15,4,151.193396272368,1,31.2583333333333,2.5,12.5033333333333,.89007907624889
1334,714,1131,4,13,1,5,4,1,1,1,1,1,6,66,6,66,7,66,3,15,4,183.789890379378,2,31.2583333333333,2.5,12.5033333333333,-1.90025050880192
1334,714,1132,4,13,1,5,4,1,1,1,1,1,6,66,5,66,7,66,3,15,4,176.984959956549,2,31.2583333333333,2.5,12.5033333333333,-.698673465658137
1334,714,19804,4,13,2,12,4,1,1,1,1,1,6,66,4,66,5,66,3,15,4,142.609510732714,1,31.2583333333333,2.5,12.5033333333333,-2.09007367792584
1337,719,1133,3,13,2,8,4,1,1,1,1,1,6,6,7,7,8,8,3,15,4,185.516595796659,2,40.977508650519,3.11764705882353,13.1437291897891,.28837886268429
1334,714,1134,4,13,2,11,4,1,1,1,1,1,7,66,8,66,8,66,3,15,4,185.516595796659,2,31.2583333333333,2.5,12.5033333333333,-1.74771625919301
1350,745,1135,4,13,1,7,4,1,1,1,1,1,5,4,2,3,4,3,3,15,4,197.473811409305,2,33.0970588235294,3.38235294117647,9.78521739130435,-2.6706679598515
1348,742,1136,4,13,2,11,4,1,1,1,1,1,6,7,5,6,7,6,3,15,4,188.783652365282,2,29.6131578947368,4.47368421052632,6.61941176470588,-.992441309455918
1229,424,1137,1,13,2,10,3,4,3,2,4,4,12,7,12,5,12,9,3,9,3,283.201344668078,3,13.5787037037037,1,13.5787037037037,.250446378745381
1348,742,1138,4,13,1,11,4,1,1,1,1,1,6,7,8,8,7,5,3,15,4,283.201344668078,3,29.6131578947368,4.47368421052632,6.61941176470588,-1.59050160802583
1348,741,19805,4,13,1,4,4,1,1,1,1,1,4,3,3,2,3,5,3,15,4,127.66543733143,1,29.6131578947368,4.47368421052632,6.61941176470588,-1.44693197976492
1343,732,1139,1,13,1,10,4,1,1,1,1,1,12,7,12,8,12,5,3,15,4,190.243848729082,2,35.8418604651163,5.97674418604651,5.99688715953308, 
1343,732,1141,1,13,1,2,5,1,1,1,1,1,12,6,12,7,12,4,3,15,4,193.392087322474,2,35.8418604651163,5.97674418604651,5.99688715953308, 
1341,727,1142,2,13,2,12,4,1,1,1,1,1,12,6,12,7,12,7,3,15,4,175.701309411675,2,26.969387755102,1.02380952380952,26.3421926910299,.673444198956045
1292,590,1143,1,13,1,7,4,1,1,1,1,1,12,8,12,9,12,8,3,12,3,223.170563962118,3,25.8194444444444,2.36111111111111,10.9352941176471,.266039081583244
1345,736,1144,1,13,2,7,4,1,1,1,1,1,12,8,12,4,12,9,3,15,4,282.433522137434,3,24.1055555555556,1.05555555555556,22.8368421052632,1.4803868320854
1348,741,19807,4,13,1,4,5,1,1,1,1,1,5,4,5,4,7,5,3,15,4,218.872542938016,3,29.6131578947368,4.47368421052632,6.61941176470588,-1.44693197976492
1386,819,1145,1,13,1,4,4,1,1,1,1,1,99,99,99,99,99,99,9,16,4,195.420350370486,2,34.015873015873,3.02777777777778,11.2346002621232,-.52085308899683
1357,760,1146,3,13,1,8,4,1,1,1,1,1,12,7,12,6,12,7,3,15,4,143.939691740427,1,37.6550079491256,2.05405405405405,18.3320433436532,-1.09737728124353
1348,742,1147,4,13,2,6,4,1,1,1,1,9,6,7,5,5,7,6,3,15,4,228.361997188533,3,29.6131578947368,4.47368421052632,6.61941176470588,-.678067740164008
1348,741,1148,4,13,1,10,4,1,1,1,1,1,5,5,6,6,7,6,3,15,4,157.277278063242,1,29.6131578947368,4.47368421052632,6.61941176470588,.568508227168429
1335,715,1149,1,13,1,7,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,234.264119571188,3,53.1448275862069,1.44827586206897,36.6952380952381,.515674284844023
1335,715,1150,1,13,1,3,5,1,1,1,1,1,99,99,99,99,99,99,9,15,4,245.173918349937,3,53.1448275862069,1.44827586206897,36.6952380952381,.44474147493718
1335,715,1151,1,13,1,5,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,221.88624259658,3,53.1448275862069,1.44827586206897,36.6952380952381,1.31658589711697
1340,726,1152,1,13,2,2,5,1,1,9,9,9,12,9,12,9,12,9,3,15,4,243.933215814282,3,24.0952380952381,1.4047619047619,17.1525423728814,1.86931737045726
1341,728,1153,2,13,1,6,4,1,1,1,1,1,12,7,12,4,12,7,3,15,4,208.232852096124,2,26.969387755102,1.02380952380952,26.3421926910299,.72075074512292
1341,727,1154,2,13,2,10,4,1,1,1,1,1,12,6,12,8,12,6,3,15,4,212.244678651046,2,26.969387755102,1.02380952380952,26.3421926910299,-.658910205972589
1341,728,1155,2,13,2,1,4,1,1,9,9,9,12,7,12,5,12,5,3,15,4,135.402724219284,1,26.969387755102,1.02380952380952,26.3421926910299,-1.257108810641
1356,757,1156,3,13,1,10,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,154.54552850723,1,26.7929864253394,1.36538461538462,19.6230323115162,-.842423938077291
1341,728,1157,2,13,2,10,4,1,1,1,1,1,12,7,12,5,12,6,3,15,4,182.081221177227,2,26.969387755102,1.02380952380952,26.3421926910299,-.498513307895785
1358,762,1158,1,13,2,4,4,1,1,1,1,1,12,8,12,7,12,9,3,15,4,265.632391359593,3,32.1083333333333,3.9375,8.15449735449736,.123170625856719
1357,760,1159,3,13,1,6,4,1,1,1,1,1,12,6,12,6,12,6,3,15,4,178.441020401129,2,37.6550079491256,2.05405405405405,18.3320433436532,1.33568760061224
1358,761,1160,1,13,1,7,4,1,1,1,1,1,12,7,12,6,12,8,3,15,4,181.644267540026,2,32.1083333333333,3.9375,8.15449735449736,.515674284844023
1357,759,1161,3,13,1,8,4,1,1,1,1,1,12,7,12,5,12,6,3,15,4,170.532587186895,2,37.6550079491256,2.05405405405405,18.3320433436532,.998524048693917
1358,761,1162,1,13,1,5,4,1,1,1,1,1,12,7,12,7,12,8,3,15,4,214.326424517105,2,32.1083333333333,3.9375,8.15449735449736,.871248295805256
1357,760,1163,3,13,1,4,4,1,1,1,1,9,12,7,12,6,12,6,3,15,4,135.402724219284,1,37.6550079491256,2.05405405405405,18.3320433436532,-1.44675113560667
1358,761,1164,1,13,1,12,4,1,1,1,1,1,12,7,12,8,12,9,3,15,4,264.647458535102,3,32.1083333333333,3.9375,8.15449735449736,2.28480744501576
1358,762,1165,1,13,1,10,4,1,1,1,1,1,12,9,12,9,12,8,3,15,4,217.8280773842,3,32.1083333333333,3.9375,8.15449735449736,-.19928223991637
1357,760,1166,3,13,1,11,4,1,1,1,1,1,12,7,12,7,12,7,3,15,4,187.36815049162,2,37.6550079491256,2.05405405405405,18.3320433436532,-1.41894813032399
1357,760,1167,3,13,1,3,4,1,1,1,1,1,12,6,12,8,12,6,3,15,4,142.609510732714,1,37.6550079491256,2.05405405405405,18.3320433436532,-.678067740164008
1358,761,1168,1,13,2,5,4,1,1,1,1,1,12,8,12,8,12,9,3,15,4,186.811184519238,2,32.1083333333333,3.9375,8.15449735449736,-.842423938077291
1357,759,1169,3,13,1,8,4,1,1,1,1,1,12,8,12,7,12,8,3,15,4,171.361102583613,2,37.6550079491256,2.05405405405405,18.3320433436532,.76631232401764
1358,761,19808,1,13,1,7,4,1,1,1,1,1,12,8,12,7,12,10,3,15,4,270.658096470736,3,32.1083333333333,3.9375,8.15449735449736,-1.02042515889685
1358,761,1170,1,13,2,2,5,1,1,1,1,1,12,8,12,9,12,9,3,15,4,189.292989321255,2,32.1083333333333,3.9375,8.15449735449736,.246937378087969
1358,762,1171,1,13,1,12,4,1,1,1,1,1,12,8,12,6,12,8,3,15,4,239.225044201387,3,32.1083333333333,3.9375,8.15449735449736,-.698673465658137
1358,762,1172,1,13,1,8,4,1,1,1,1,1,12,9,12,9,12,9,3,15,4,279.449043928171,3,32.1083333333333,3.9375,8.15449735449736,-.0746334709924914
1358,762,1173,1,13,1,7,4,1,1,1,1,1,12,8,12,6,12,7,3,15,4,250.920535012826,3,32.1083333333333,3.9375,8.15449735449736,1.01411675153178
1358,762,1174,1,13,1,8,4,1,1,1,1,1,12,7,12,6,12,9,3,15,4,209.131502629875,2,32.1083333333333,3.9375,8.15449735449736,1.22617567229634
1358,762,1175,1,13,1,10,4,1,1,1,1,1,12,7,12,6,12,7,3,15,4,202.370098082413,2,32.1083333333333,3.9375,8.15449735449736,-.0746334709924914
1358,761,1176,1,13,2,10,4,1,1,1,1,1,12,7,12,6,12,8,3,15,4,224.150643228363,3,32.1083333333333,3.9375,8.15449735449736,.089167463975947
1358,761,1177,1,13,1,5,4,1,1,1,1,1,12,7,12,7,12,8,3,15,4,177.283130576093,2,32.1083333333333,3.9375,8.15449735449736,.246937378087969
1357,760,1178,3,13,1,2,4,1,1,1,1,1,12,6,12,5,12,6,3,15,4,208.259661498992,2,37.6550079491256,2.05405405405405,18.3320433436532,.271502305764878
1338,721,1179,1,13,2,5,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,284.573310714918,3,27.0385964912281,1.89473684210526,14.2703703703704,2.08700334816655
1338,721,1180,1,13,2,3,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,283.275778525767,3,27.0385964912281,1.89473684210526,14.2703703703704,.673444198956045
1338,721,1181,1,13,1,11,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,205.844353785737,2,27.0385964912281,1.89473684210526,14.2703703703704,.410738313056407
1338,722,1182,1,13,2,7,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,279.449043928171,3,27.0385964912281,1.89473684210526,14.2703703703704,1.31658589711697
1338,722,1183,1,13,1,12,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,196.511410199714,2,27.0385964912281,1.89473684210526,14.2703703703704,-2.59540031101742
1338,722,1184,1,13,1,9,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,282.433522137434,3,27.0385964912281,1.89473684210526,14.2703703703704,.742688688835046
1338,721,1185,1,13,1,5,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,235.652580296633,3,27.0385964912281,1.89473684210526,14.2703703703704,1.4803868320854
1338,722,1186,1,13,1,10,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,273.288109946299,3,27.0385964912281,1.89473684210526,14.2703703703704,-.349299611294997
1338,721,1187,1,13,2,2,5,1,1,1,1,1,99,99,99,99,99,99,9,15,4,255.040450601325,3,27.0385964912281,1.89473684210526,14.2703703703704,.520590587360567
1338,721,1188,1,13,2,8,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,266.628513415706,3,27.0385964912281,1.89473684210526,14.2703703703704,2.31816397242639
1338,721,1189,1,13,1,10,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,275.914793954222,3,27.0385964912281,1.89473684210526,14.2703703703704,1.83596084304664
1338,721,1190,1,13,2,9,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,284.423201340434,3,27.0385964912281,1.89473684210526,14.2703703703704,.823059732945752
1338,722,1191,1,13,1,7,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,215.849935215606,2,27.0385964912281,1.89473684210526,14.2703703703704,.12228860916409
1338,722,1192,1,13,1,6,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,279.449043928171,3,27.0385964912281,1.89473684210526,14.2703703703704,1.31658589711697
1338,722,1193,1,13,1,5,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,235.260300520771,3,27.0385964912281,1.89473684210526,14.2703703703704,.799668851428267
1338,722,1194,1,13,1,10,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,217.377798257814,3,27.0385964912281,1.89473684210526,14.2703703703704,.995015048036506
1342,729,1195,1,13,2,3,5,1,1,1,1,1,12,7,12,7,12,7,3,15,4,184.749038124966,2,33.504347826087,4.56521739130435,7.33904761904762,-.377102616577677
1342,730,1196,1,13,1,6,4,1,1,1,1,1,12,6,12,5,12,7,3,15,4,257.909442107445,3,33.504347826087,4.56521739130435,7.33904761904762,-.254743166205559
1342,730,1197,1,13,1,5,4,1,1,1,1,1,12,8,12,6,12,8,3,15,4,207.377988917608,2,33.504347826087,4.56521739130435,7.33904761904762,-.670870460375457
1342,730,1198,1,13,1,11,4,1,1,1,1,1,12,6,12,5,12,7,3,15,4,186.811184519238,2,33.504347826087,4.56521739130435,7.33904761904762,-1.32120943832493
1342,729,1199,1,13,2,11,4,1,1,1,1,1,12,8,12,7,12,8,3,15,4,192.707151517409,2,33.504347826087,4.56521739130435,7.33904761904762,1.18115576410599
1342,730,1200,1,13,1,2,5,1,1,1,1,1,12,8,12,8,12,8,3,15,4,269.947711436447,3,33.504347826087,4.56521739130435,7.33904761904762,1.66400552795588
1342,729,1201,1,13,2,4,5,1,1,1,1,1,12,9,12,8,12,9,3,15,4,279.382183113758,3,33.504347826087,4.56521739130435,7.33904761904762,-.698673465658137
1351,748,1202,4,13,1,4,5,1,1,9,9,9,6,6,7,6,6,6,3,15,4,166.997238365332,1,59.2263157894737,2.15789473684211,27.4463414634146,-.399442397678723
1338,721,1203,1,13,1,1,5,1,1,9,9,9,99,99,99,99,99,99,9,15,4,149.925658206403,1,27.0385964912281,1.89473684210526,14.2703703703704,1.86931737045726
1338,721,1204,1,13,1,3,5,1,1,1,1,1,99,99,99,99,99,99,9,15,4,189.66719863065,2,27.0385964912281,1.89473684210526,14.2703703703704,.714885683552366
1338,721,1205,1,13,1,11,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,195.420350370486,2,27.0385964912281,1.89473684210526,14.2703703703704,.227224580951706
1338,721,1206,1,13,2,11,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,234.264119571188,3,27.0385964912281,1.89473684210526,14.2703703703704,.560617378336533
1345,736,1207,1,13,1,6,4,1,1,1,1,1,12,7,12,4,12,6,3,15,4,262.377720672831,3,24.1055555555556,1.05555555555556,22.8368421052632,1.21515892598676
1338,721,1208,1,13,2,7,4,1,1,9,9,9,99,99,99,99,99,99,9,15,4,269.947711436447,3,27.0385964912281,1.89473684210526,14.2703703703704,-.717775169153412
1342,729,1209,1,13,2,6,4,1,1,1,1,1,12,6,12,7,12,7,3,15,4,171.683627038328,2,33.504347826087,4.56521739130435,7.33904761904762,1.31658589711697
1343,731,1210,1,13,1,5,4,1,1,1,1,1,12,7,12,4,12,5,3,15,4,180.89514762112,2,35.8418604651163,5.97674418604651,5.99688715953308,.089167463975947
1343,731,1211,1,13,1,9,4,1,1,1,1,1,12,8,12,6,12,7,3,15,4,238.306686898513,3,35.8418604651163,5.97674418604651,5.99688715953308,1.15881598300494
1343,731,19809,1,13,1,7,4,1,1,1,1,1,12,8,12,7,12,7,3,15,4,199.484290880935,2,35.8418604651163,5.97674418604651,5.99688715953308,-1.34199600797731
1343,731,1212,1,13,1,9,4,1,1,1,1,1,12,7,12,5,12,6,3,15,4,193.392087322474,2,35.8418604651163,5.97674418604651,5.99688715953308,1.12123970050873
1343,731,1213,1,13,1,5,4,1,1,1,1,1,12,7,12,5,12,6,3,15,4,247.473914393074,3,35.8418604651163,5.97674418604651,5.99688715953308,1.01411675153178
1343,731,1214,1,13,1,12,4,1,1,1,1,1,12,6,12,5,12,5,3,15,4,146.904829783593,1,35.8418604651163,5.97674418604651,5.99688715953308,.443859458244551
1343,731,1215,1,13,2,12,4,1,1,1,1,1,12,9,12,6,12,6,3,15,4,186.811184519238,2,35.8418604651163,5.97674418604651,5.99688715953308,-.349299611294997
1343,731,1216,1,13,2,11,4,1,1,1,1,1,12,9,12,8,12,8,3,15,4,238.998525520682,3,35.8418604651163,5.97674418604651,5.99688715953308,-.842423938077291
1343,732,1217,1,13,2,11,4,1,1,1,1,1,12,8,12,8,12,6,3,15,4,206.782382745072,2,35.8418604651163,5.97674418604651,5.99688715953308,.111507245076993
1343,731,1218,1,13,2,3,5,1,1,1,1,1,12,6,12,4,12,7,3,15,4,237.64006877188,3,35.8418604651163,5.97674418604651,5.99688715953308,-1.30205190413351
1343,732,1219,1,13,2,7,4,1,1,1,1,1,12,9,12,9,12,9,3,15,4,231.547415690008,3,35.8418604651163,5.97674418604651,5.99688715953308,-1.0202443147386
1343,731,1220,1,13,1,3,5,1,1,1,1,1,12,8,12,5,12,6,3,15,4,204.464801262042,2,35.8418604651163,5.97674418604651,5.99688715953308,.443859458244551
1343,732,1221,1,13,2,4,5,1,1,1,1,1,12,8,12,8,12,8,3,15,4,275.914793954222,3,35.8418604651163,5.97674418604651,5.99688715953308,.69254590245132
1343,731,1222,1,13,1,1,5,1,1,1,1,3,12,7,12,6,12,6,3,15,4,263.126773462912,3,35.8418604651163,5.97674418604651,5.99688715953308,.538014065945069
1343,732,1223,1,13,2,2,4,1,1,1,1,1,12,6,12,5,12,6,3,15,4,230.92365878303,3,35.8418604651163,5.97674418604651,5.99688715953308,1.31658589711697
1343,732,1224,1,13,2,5,4,1,1,1,1,1,12,7,12,5,12,6,3,15,4,217.449235410325,3,35.8418604651163,5.97674418604651,5.99688715953308,.410738313056407
1343,731,1225,1,13,1,11,4,1,1,1,1,1,12,7,12,5,12,6,3,15,4,245.173918349937,3,35.8418604651163,5.97674418604651,5.99688715953308,-.698673465658137
1343,732,1226,1,13,2,8,4,1,1,1,1,1,12,8,12,6,12,6,3,15,4,164.025230550776,1,35.8418604651163,5.97674418604651,5.99688715953308,-.947359909864906
1343,731,1227,1,13,1,6,4,1,1,1,1,1,12,8,12,7,12,8,3,15,4,255.205538729207,3,35.8418604651163,5.97674418604651,5.99688715953308,.673444198956045
1343,731,19810,1,13,2,11,4,1,1,1,1,1,12,9,12,7,12,7,3,15,4,188.783652365282,2,35.8418604651163,5.97674418604651,5.99688715953308,-2.83815134787438
