SCUOLA_ANONIMO,CLASSE_ANONIMO,STUDENTE_ANONIMO,TIPO_SCUOLA,Grado,genere,mese,anno,luogo,regolarità,origine,luogo_padre,luogo_madre,voto_scritto_ita,voto_orale_ita,voto_scritto_mat,voto_orale_mat,voto_scritto_eng,voto_orale_eng,codice_orario,Cod_Reg,Areageo_5,WLE_MAT_200,LIVELLI_WLE_MAT,peso_studente,peso_classe,peso_scuola,ESCS_studente
1353,751,1,3,13,2,11,1,9,3,9,9,9,99,99,99,99,99,99,9,15,4,161.089418593566,1,21.4343891402715,1.01538461538462,21.1096256684492,.44474147493718
1359,763,2,3,13,1,1,1,9,3,9,9,9,99,99,99,99,99,99,9,15,4,104.866875211514,1,27.864705882353,1.36,20.4887543252595,-.198400223223741
1353,751,19774,3,13,1,6,1,9,3,9,9,9,99,99,99,99,99,99,9,15,4,127.02689231669,1,21.4343891402715,1.01538461538462,21.1096256684492,-1.44693197976492
1351,747,3,4,13,1,4,1,1,3,9,9,9,8,8,7,7,7,7,3,15,4,137.65188619934,1,59.2263157894737,2.15789473684211,27.4463414634146,.587609930663704
1068,21,4,3,13,1,10,4,1,1,1,1,2,12,7,12,5,12,5,3,2,1,157.247404503435,1,35.1714285714286,2.54285714285714,13.8314606741573, 
1068,21,5,3,13,1,7,4,1,1,1,1,1,12,8,12,5,12,4,3,2,1,183.193432999613,2,35.1714285714286,2.54285714285714,13.8314606741573,.246937378087969
1068,20,6,3,13,1,3,4,1,1,1,1,1,12,5,12,6,12,6,3,2,1,182.169879978001,2,35.1714285714286,2.54285714285714,13.8314606741573,1.68634530905693
1094,79,7,3,13,1,1,4,1,1,1,1,1,66,7,66,9,66,8,3,3,1,281.823121585027,5,16.12,3.05714285714286,5.27289719626168,-.232403385104513
1070,24,19775,1,13,1,10,4,1,1,1,1,1,12,6,12,6,12,3,3,2,1,188.349053150374,2,31.3119658119658,3.71794871794872,8.42183908045977,-.377283460735926
1070,24,8,1,13,1,5,4,1,1,1,1,1,12,9,12,9,12,7,3,2,1,271.775634239126,5,31.3119658119658,3.71794871794872,8.42183908045977,2.34050375352743
1070,24,9,1,13,1,12,4,1,1,1,1,1,12,7,12,9,12,7,3,2,1,301.06219933272,5,31.3119658119658,3.71794871794872,8.42183908045977,1.4803868320854
1070,24,10,1,13,2,1,5,1,1,1,1,1,12,9,12,8,12,8,3,2,1,271.775634239126,5,31.3119658119658,3.71794871794872,8.42183908045977,.37097505337086
1070,24,11,1,13,1,4,4,1,1,1,1,1,12,6,12,5,12,3,3,2,1,186.431297652968,2,31.3119658119658,3.71794871794872,8.42183908045977,.89007907624889
1070,24,12,1,13,2,7,4,1,1,1,1,1,12,9,12,7,12,7,3,2,1,234.544704887675,5,31.3119658119658,3.71794871794872,8.42183908045977,1.4803868320854
1070,25,13,1,13,1,12,4,1,1,1,1,1,12,6,12,5,66,6,3,2,1,212.49981283031,4,31.3119658119658,3.71794871794872,8.42183908045977,-.396204320072952
1070,24,14,1,13,1,5,4,1,1,1,1,1,12,8,12,5,12,5,3,2,1,211.82375382591,4,31.3119658119658,3.71794871794872,8.42183908045977,2.19088821953772
1069,23,15,2,13,2,8,4,1,1,1,1,1,12,7,12,6,12,8,3,2,1,173.498411037883,2,20.3378378378378,1.02702702702703,19.8026315789474,1.0878831730981
1071,28,16,2,13,2,2,4,1,1,1,1,1,12,8,12,66,12,8,3,2,1,209.12909033895,3,30.3205128205128,3.02564102564103,10.021186440678,.134110557468457
1071,28,17,2,13,2,7,4,1,1,1,1,1,12,8,12,66,12,7,3,2,1,187.218034626798,2,30.3205128205128,3.02564102564103,10.021186440678,.799668851428267
1356,758,18,3,13,1,11,4,1,1,1,1,1,99,99,99,99,99,99,9,15,4,148.896036962096,1,26.7929864253394,1.36538461538462,19.6230323115162,.538014065945069
1091,74,19,3,13,1,6,4,1,1,1,1,1,12,6,12,7,12,7,3,2,1,169.740039550892,2,30.0243902439024,1.8780487804878,15.987012987013,-.52085308899683
1069,23,20,2,13,2,6,4,1,1,1,1,1,12,9,12,8,12,6,3,2,1,168.759224043632,2,20.3378378378378,1.02702702702703,19.8026315789474,.714885683552366
1074,34,21,1,13,2,6,4,1,1,1,1,1,66,6,66,6,66,6,3,2,1,180.89522441275,2,33.9212962962963,3.55555555555556,9.54036458333333,1.31658589711697
1074,34,22,1,13,1,6,4,1,1,1,1,1,66,5,66,7,66,5,3,2,1,185.227621321752,2,33.9212962962963,3.55555555555556,9.54036458333333,1.15881598300494
1074,35,23,1,13,1,3,4,1,1,1,1,1,66,6,66,7,66,7,3,2,1,220.432333513929,4,33.9212962962963,3.55555555555556,9.54036458333333,1.03154023011628
1074,34,24,1,13,2,5,4,1,1,1,1,1,66,5,66,6,66,6,3,2,1,200.874545834467,3,33.9212962962963,3.55555555555556,9.54036458333333,1.0878831730981
1074,35,25,1,13,1,2,4,1,1,1,1,1,66,5,66,3,66,7,3,2,1,198.52486414144,3,33.9212962962963,3.55555555555556,9.54036458333333,1.51438999396618
1074,34,26,1,13,1,1,4,1,1,1,1,1,66,5,66,4,66,5,3,2,1,164.992378534888,1,33.9212962962963,3.55555555555556,9.54036458333333,.388398531955362
1074,34,27,1,13,1,10,4,1,1,1,1,1,66,7,66,7,66,7,3,2,1,169.527730332919,2,33.9212962962963,3.55555555555556,9.54036458333333,2.34050375352743
1074,34,28,1,13,2,11,4,1,1,1,1,1,66,6,66,7,66,6,3,2,1,197.339794118632,3,33.9212962962963,3.55555555555556,9.54036458333333,.089167463975947
1074,35,29,1,13,2,12,4,1,1,1,1,1,66,5,66,5,66,8,3,2,1,296.465170904734,5,33.9212962962963,3.55555555555556,9.54036458333333,-.658910205972589
1074,35,30,1,13,1,8,4,1,1,1,4,1,66,5,66,4,66,6,3,2,1,206.636971893336,3,33.9212962962963,3.55555555555556,9.54036458333333,1.66400552795588
1074,34,31,1,13,2,8,4,1,1,1,1,1,66,7,66,7,66,7,3,2,1,197.177060203795,3,33.9212962962963,3.55555555555556,9.54036458333333,1.71970183646756
1074,34,32,1,13,2,8,4,1,1,1,1,1,66,8,66,9,66,8,3,2,1,203.199924382842,3,33.9212962962963,3.55555555555556,9.54036458333333,1.86931737045726
1073,32,33,2,13,2,2,4,1,1,1,1,1,12,6,12,4,12,8,3,2,1,188.894505303761,2,36.953125,2.375,15.5592105263158,-.232403385104513
1074,35,34,1,13,2,8,4,1,1,1,1,1,66,8,66,9,66,9,3,2,1,239.615644736333,5,33.9212962962963,3.55555555555556,9.54036458333333,.871248295805256
1073,32,35,2,13,2,6,4,1,1,1,1,1,12,6,12,6,12,5,3,2,1,146.330970022242,1,36.953125,2.375,15.5592105263158, 
1078,43,37,3,13,1,2,4,1,1,1,1,1,12,8,12,6,12,7,3,2,1,192.758858530438,3,28.6279069767442,4.09302325581395,6.99431818181818,-.198400223223741
1078,43,38,3,13,1,11,4,1,1,1,1,3,12,7,12,7,12,5,3,2,1,176.701676954479,2,28.6279069767442,4.09302325581395,6.99431818181818,.12228860916409
1084,59,39,2,13,2,2,4,1,1,1,1,1,12,7,12,6,12,6,3,2,1,209.603933989031,3,15.3081395348837,1.97674418604651,7.74411764705882,-.658910205972589
1084,59,40,2,13,2,4,4,1,1,9,9,9,12,7,12,8,12,8,3,2,1,216.360467861352,4,15.3081395348837,1.97674418604651,7.74411764705882,.754989289226175
1084,58,41,2,13,1,8,4,1,1,1,1,1,12,6,12,4,12,8,3,2,1,176.495493030993,2,15.3081395348837,1.97674418604651,7.74411764705882,1.83596084304664
1084,58,42,2,13,1,5,4,1,1,1,1,1,12,7,12,7,12,8,3,2,1,224.759910745529,4,15.3081395348837,1.97674418604651,7.74411764705882,-.698673465658137
1084,59,43,2,13,1,9,4,1,1,1,1,1,12,7,12,7,12,6,3,2,1,181.185316417403,2,15.3081395348837,1.97674418604651,7.74411764705882,.246937378087969
1084,59,44,2,13,2,1,5,1,1,1,1,1,12,8,12,8,12,8,3,2,1,233.409734332803,5,15.3081395348837,1.97674418604651,7.74411764705882,1.4803868320854
1084,58,45,2,13,1,2,4,1,1,3,2,2,12,8,12,9,12,9,3,2,1,231.953869675582,4,15.3081395348837,1.97674418604651,7.74411764705882,.156527153267346
524,67,46,2,13,2,7,4,1,1,1,1,1,7,8,12,7,12,6,3,2,1,181.445037527699,2,17.7905405405405,1.56756756756757,11.3491379310345,.246937378087969
524,67,47,2,13,2,6,4,1,1,1,1,1,8,9,12,6,12,8,3,2,1,209.978507795748,3,17.7905405405405,1.56756756756757,11.3491379310345,1.01735482913755
1080,47,48,3,13,1,11,3,2,3,1,1,1,12,7,12,6,12,7,3,2,1,173.491952396022,2,30.775,3.85,7.99350649350649,1.3981309873871
524,67,49,2,13,2,11,4,1,1,1,1,3,8,9,12,7,12,8,3,2,1,168.690466546444,2,17.7905405405405,1.56756756756757,11.3491379310345,.542930368461613
1086,63,50,2,13,2,12,4,1,1,1,1,1,12,7,12,8,12,6,3,2,1,214.83642140704,4,22.8030303030303,1.09090909090909,20.9027777777778,.089167463975947
519,52,51,3,13,2,12,4,1,1,1,1,1,12,9,12,9,12,9,3,2,1,246.227317383437,5,34.1944444444444,3.83333333333333,8.92028985507246,1.31658589711697
1083,55,52,4,13,1,11,4,1,1,1,1,1,12,7,12,6,12,6,3,2,1,205.108605831183,3,24.9025641025641,3.79487179487179,6.56216216216216, 
1085,60,53,2,13,2,6,4,1,1,1,1,1,12,8,12,8,12,8,3,2,1,192.765065828678,3,25.7065217391304,3.3695652173913,7.62903225806452, 
1085,60,54,2,13,2,10,4,1,1,1,1,1,12,7,12,7,12,8,3,2,1,170.161441340232,2,25.7065217391304,3.3695652173913,7.62903225806452, 
1071,29,55,2,13,1,12,4,1,1,1,1,1,6,66,12,5,12,6,3,2,1,172.326288253782,2,30.3205128205128,3.02564102564103,10.021186440678,.882188227416994
1090,72,56,3,13,1,4,4,1,1,1,1,1,7,7,12,6,12,7,3,2,1,209.940795620386,3,41.0333333333333,2.56666666666667,15.987012987013,.546168446067384
1086,63,57,2,13,1,7,4,1,1,1,1,1,12,8,12,7,12,7,3,2,1,203.949228643799,3,22.8030303030303,1.09090909090909,20.9027777777778,1.83596084304664
1078,43,58,3,13,1,9,4,1,1,1,1,1,12,7,12,8,12,6,3,2,1,206.879783324718,3,28.6279069767442,4.09302325581395,6.99431818181818,.732309162136868
1086,63,59,2,13,2,5,4,1,1,3,4,4,12,7,12,8,12,8,3,2,1,227.057218678678,4,22.8030303030303,1.09090909090909,20.9027777777778,.799668851428267
1086,63,60,2,13,2,5,4,1,1,1,1,1,12,6,12,7,12,5,3,2,1,182.176881787639,2,22.8030303030303,1.09090909090909,20.9027777777778,1.15881598300494
1082,51,61,2,13,2,5,4,1,1,1,1,1,12,7,12,6,12,8,3,2,1,228.071932424806,4,15.3081395348837,1,15.3081395348837,.410738313056407
1087,64,62,1,13,1,4,4,1,1,1,1,1,12,7,12,5,12,8,3,2,1,237.391330658338,5,29.0753968253968,5.95238095238095,4.88466666666667,1.15881598300494
1082,50,63,2,13,2,11,4,1,1,1,1,1,12,7,12,5,12,8,3,2,1,185.963949311158,2,15.3081395348837,1,15.3081395348837,.572017227825841
1091,74,64,3,13,2,6,4,1,1,9,9,9,12,6,12,7,12,7,3,2,1,202.279903498864,3,30.0243902439024,1.8780487804878,15.987012987013,-.377102616577677
1088,69,65,4,13,2,10,4,1,1,1,1,1,12,8,12,8,12,7,3,2,1,139.72814347667,1,32.3733333333333,2.2,14.7151515151515,1.21515892598676
1088,69,66,4,13,2,7,4,1,1,1,1,1,12,7,12,4,12,6,3,2,1,137.184286868677,1,32.3733333333333,2.2,14.7151515151515,.443859458244551
1091,74,67,3,13,2,5,4,1,1,1,1,1,12,7,12,7,12,9,3,2,1,193.007556461775,3,30.0243902439024,1.8780487804878,15.987012987013,-.0746334709924914
1087,64,68,1,13,1,4,4,1,1,1,1,1,12,6,12,6,12,6,3,2,1,266.999253480587,5,29.0753968253968,5.95238095238095,4.88466666666667,1.83596084304664
1087,65,70,1,13,1,8,4,1,1,1,1,1,12,7,12,7,12,9,3,2,1,249.255720992866,5,29.0753968253968,5.95238095238095,4.88466666666667,1.51438999396618
1092,76,71,2,13,2,1,4,1,1,1,1,1,7,7,12,5,12,7,3,2,1,185.095808564326,2,30.3205128205128,1.46153846153846,20.7456140350877,.443859458244551
1086,63,72,2,13,2,1,5,1,1,9,9,9,12,7,12,7,12,7,3,2,1,188.169803724881,2,22.8030303030303,1.09090909090909,20.9027777777778,.714885683552366
1086,62,73,2,13,2,9,4,1,1,1,1,1,12,10,12,9,12,8,3,2,1,235.867334627225,5,22.8030303030303,1.09090909090909,20.9027777777778,-.232403385104513
1090,71,74,3,13,1,7,4,1,1,1,1,1,6,7,12,6,12,7,3,2,1,193.470172613488,3,41.0333333333333,2.56666666666667,15.987012987013, 
1089,70,75,1,13,1,1,4,1,1,1,1,1,99,99,99,99,99,99,9,2,1,167.498240027221,2,40.7055555555556,1,40.7055555555556, 
1079,45,76,1,13,2,11,4,1,1,1,1,1,12,8,12,5,12,8,3,2,1,253.283241342351,5,28.3992248062016,2.32558139534884,12.2116666666667,-.232403385104513
1079,45,77,1,13,2,2,4,1,1,1,1,1,12,7,12,6,12,8,3,2,1,210.230070759081,3,28.3992248062016,2.32558139534884,12.2116666666667,.995015048036506
1079,45,78,1,13,1,1,4,1,1,1,1,1,12,8,12,7,12,7,3,2,1,280.332015744077,5,28.3992248062016,2.32558139534884,12.2116666666667,.871248295805256
1079,45,79,1,13,2,1,4,1,1,1,1,1,12,7,12,5,12,7,3,2,1,221.521080559272,4,28.3992248062016,2.32558139534884,12.2116666666667,-.658910205972589
1079,45,80,1,13,1,6,4,1,1,1,1,1,12,7,12,7,12,7,3,2,1,215.568044265265,4,28.3992248062016,2.32558139534884,12.2116666666667,.568508227168429
1086,62,81,2,13,2,6,4,1,1,1,1,1,12,7,12,9,12,7,3,2,1,233.784014507231,5,22.8030303030303,1.09090909090909,20.9027777777778,1.31658589711697
1086,62,83,2,13,2,12,4,1,1,1,1,1,12,6,12,6,12,6,3,2,1,222.259020289569,4,22.8030303030303,1.09090909090909,20.9027777777778,1.18115576410599
1086,62,84,2,13,2,2,4,1,1,1,1,1,12,8,12,9,12,7,3,2,1,225.188155185214,4,22.8030303030303,1.09090909090909,20.9027777777778,1.92923343405453
1086,62,85,2,13,1,2,4,1,1,1,1,1,12,8,12,9,12,8,3,2,1,274.826853058807,5,22.8030303030303,1.09090909090909,20.9027777777778,.859584915025529
1086,62,86,2,13,2,8,4,1,1,1,1,1,12,7,12,8,12,6,3,2,1,227.422761386961,4,22.8030303030303,1.09090909090909,20.9027777777778,1.31658589711697
1086,62,87,2,13,2,3,4,1,1,1,1,1,12,6,12,8,12,4,3,2,1,162.572313465867,1,22.8030303030303,1.09090909090909,20.9027777777778,1.86931737045726
1086,62,88,2,13,2,8,4,1,1,1,1,1,12,8,12,8,12,6,3,2,1,196.228022669253,3,22.8030303030303,1.09090909090909,20.9027777777778,1.19281914488572
1086,63,90,2,13,1,3,5,1,1,1,1,1,12,6,12,6,12,7,3,2,1,233.954833536346,5,22.8030303030303,1.09090909090909,20.9027777777778,1.31658589711697
1086,63,91,2,13,1,5,4,1,1,1,1,1,12,8,12,8,12,8,3,2,1,202.184138463179,3,22.8030303030303,1.09090909090909,20.9027777777778,1.30843151699465
1086,63,92,2,13,1,9,4,1,1,1,1,1,12,9,12,10,12,9,3,2,1,275.672726175111,5,22.8030303030303,1.09090909090909,20.9027777777778,2.63973482150685
1086,63,93,2,13,2,7,5,1,1,1,1,1,12,9,12,8,12,9,3,2,1,228.221464841015,4,22.8030303030303,1.09090909090909,20.9027777777778,1.76543249908609
1086,63,94,2,13,1,8,4,1,1,1,1,1,12,9,12,8,12,8,3,2,1,238.841167577925,5,22.8030303030303,1.09090909090909,20.9027777777778,1.9632365959353
1087,65,95,1,13,1,2,4,1,1,1,1,1,12,7,12,6,12,6,3,2,1,227.504024930247,4,29.0753968253968,5.95238095238095,4.88466666666667,-.842423938077291
1086,62,96,2,13,1,5,4,1,1,1,1,1,12,8,12,7,12,6,3,2,1,211.297075233957,4,22.8030303030303,1.09090909090909,20.9027777777778,1.76543249908609
1084,57,97,1,13,1,4,4,1,1,1,1,1,12,7,12,6,12,7,3,2,1,218.228440224004,4,35.9166666666667,1,35.9166666666667,.410738313056407
1084,57,98,1,13,2,3,5,4,1,2,4,4,12,8,12,6,12,9,3,2,1,231.836009128501,4,35.9166666666667,1,35.9166666666667,-.698673465658137
1084,59,99,2,13,1,5,4,1,1,1,1,3,12,8,12,6,12,7,3,2,1,209.285631658374,3,15.3081395348837,1.97674418604651,7.74411764705882,-1.44675113560667
1084,57,100,1,13,1,2,4,1,1,1,1,1,12,6,12,4,12,5,3,2,1,234.544704887675,5,35.9166666666667,1,35.9166666666667,1.78777228018713
1078,43,101,3,13,1,11,4,1,1,1,1,1,12,8,12,8,12,6,3,2,1,189.358742853513,3,28.6279069767442,4.09302325581395,6.99431818181818,-.803609437445753
1078,42,102,3,13,2,5,4,1,1,3,2,2,12,6,12,7,12,7,3,2,1,204.627481476438,3,28.6279069767442,4.09302325581395,6.99431818181818,-.853205302164389
1084,57,103,1,13,2,7,4,1,1,1,1,1,12,7,12,9,12,8,3,2,1,295.569045042627,5,35.9166666666667,1,35.9166666666667,-.553974234184974
1076,38,104,4,13,1,10,3,1,3,9,9,9,5,6,12,4,6,7,3,2,1,159.806286425278,1,26.9777777777778,1.36111111111111,19.8204081632653,.568508227168429
1076,38,105,4,13,1,10,4,1,1,3,3,3,5,6,12,3,8,7,3,2,1,146.330970022242,1,26.9777777777778,1.36111111111111,19.8204081632653, 
1076,38,106,4,13,1,7,4,1,1,1,2,1,6,6,12,5,8,6,3,2,1,186.315086318692,2,26.9777777777778,1.36111111111111,19.8204081632653,-.842423938077291
1076,38,107,4,13,1,7,4,4,1,9,9,9,5,6,12,5,6,9,3,2,1,157.731186979064,1,26.9777777777778,1.36111111111111,19.8204081632653,-1.75089850610263
652,330,108,2,13,2,8,4,1,1,9,9,9,7,8,66,66,66,7,3,7,2,191.504310331262,3,5.68571428571428,1.02857142857143,5.52777777777778,1.51438999396618
1079,45,109,1,13,1,1,4,1,1,1,1,1,12,7,12,9,12,8,3,2,1,270.807915277288,5,28.3992248062016,2.32558139534884,12.2116666666667,.227224580951706
1079,44,110,1,13,1,10,4,1,1,1,1,1,12,7,12,7,12,6,3,2,1,248.743242641172,5,28.3992248062016,2.32558139534884,12.2116666666667,1.19281914488572
1079,45,111,1,13,1,5,4,1,1,1,1,1,12,7,12,6,12,7,3,2,1,262.516062454301,5,28.3992248062016,2.32558139534884,12.2116666666667,-.0825243198243873
1079,45,112,1,13,1,12,4,1,1,9,9,9,12,7,12,5,12,8,3,2,1,241.831805753874,5,28.3992248062016,2.32558139534884,12.2116666666667,.227224580951706
1079,44,113,1,13,2,12,4,4,1,2,4,4,12,8,12,6,12,8,3,2,1,247.523888931805,5,28.3992248062016,2.32558139534884,12.2116666666667,.250446378745381
1087,65,114,1,13,1,5,4,4,1,2,4,4,12,4,12,3,12,6,3,2,1,180.571730965106,2,29.0753968253968,5.95238095238095,4.88466666666667,-1.62362275321397
1079,44,115,1,13,2,5,4,1,1,3,2,2,12,6,12,5,12,6,3,2,1,234.821093769999,5,28.3992248062016,2.32558139534884,12.2116666666667,-.992441309455918
1081,49,116,3,13,1,3,4,1,1,1,1,1,12,7,12,6,12,7,3,2,1,195.016655827604,3,34.1944444444444,2.27777777777778,15.0121951219512,-.396204320072952
1081,49,117,3,13,1,6,4,1,1,1,1,1,12,7,12,5,12,6,3,2,1,168.457835318097,2,34.1944444444444,2.27777777777778,15.0121951219512, 
1086,62,118,2,13,2,4,4,1,1,1,1,1,12,8,12,8,12,7,3,2,1,207.342862365145,3,22.8030303030303,1.09090909090909,20.9027777777778,1.19281914488572
1086,62,119,2,13,1,3,4,1,1,1,1,1,12,6,12,8,12,6,3,2,1,205.108605831183,3,22.8030303030303,1.09090909090909,20.9027777777778,2.28480744501576
1088,68,120,4,13,1,7,4,1,1,9,9,9,12,7,12,6,12,6,3,2,1,197.99213443751,3,32.3733333333333,2.2,14.7151515151515,-1.31401215853638
1086,62,121,2,13,1,11,4,1,1,1,1,1,12,6,12,6,12,6,3,2,1,219.540160211869,4,22.8030303030303,1.09090909090909,20.9027777777778,.443859458244551
1086,63,122,2,13,2,1,5,1,1,1,1,1,12,8,12,8,12,8,3,2,1,235.867334627225,5,22.8030303030303,1.09090909090909,20.9027777777778,.867739295147844
1086,62,123,2,13,2,3,4,1,1,1,1,1,12,8,12,8,12,4,3,2,1,239.844311595177,5,22.8030303030303,1.09090909090909,20.9027777777778,1.51438999396618
1091,73,124,3,13,1,12,4,4,1,1,1,1,12,6,12,6,12,7,3,2,1,141.386409413647,1,30.0243902439024,1.8780487804878,15.987012987013,-1.34199600797731
1088,69,125,4,13,2,8,4,1,1,1,1,1,12,7,12,6,12,5,3,2,1,154.957020982552,1,32.3733333333333,2.2,14.7151515151515,-2.0677338968248
1091,74,126,3,13,2,6,4,1,1,1,1,1,12,8,12,9,12,9,3,2,1,222.972041533981,4,30.0243902439024,1.8780487804878,15.987012987013,-.853205302164389
1082,51,127,2,13,2,5,4,1,1,1,1,1,12,7,12,5,12,8,3,2,1,179.48982690562,2,15.3081395348837,1,15.3081395348837,.266039081583244
1092,76,128,2,13,2,11,4,1,1,1,1,1,8,8,12,7,12,7,3,2,1,172.080522918819,2,30.3205128205128,1.46153846153846,20.7456140350877,.867739295147844
1087,64,129,1,13,1,10,4,1,1,1,1,1,12,7,12,8,12,8,3,2,1,279.105518529517,5,29.0753968253968,5.95238095238095,4.88466666666667,.673444198956045
1087,64,19776,1,13,1,11,4,1,1,1,3,1,12,8,12,8,12,8,3,2,1,295.569045042627,5,29.0753968253968,5.95238095238095,4.88466666666667,-1.76850282884538
1092,76,130,2,13,2,11,4,1,1,1,1,1,8,9,12,7,12,8,3,2,1,204.752503622836,3,30.3205128205128,1.46153846153846,20.7456140350877,.37097505337086
1092,76,131,2,13,2,10,4,1,1,1,1,1,8,9,12,7,12,8,3,2,1,233.954833536346,5,30.3205128205128,1.46153846153846,20.7456140350877,.266039081583244
1092,75,132,2,13,2,8,4,1,1,1,1,1,7,7,12,6,12,6,3,2,1,166.393125456235,1,30.3205128205128,1.46153846153846,20.7456140350877, 
1092,75,133,2,13,2,12,4,1,1,1,1,1,7,7,12,5,12,7,3,2,1,177.617762589133,2,30.3205128205128,1.46153846153846,20.7456140350877, 
1090,72,134,3,13,2,1,4,1,1,1,1,1,5,5,12,6,12,6,3,2,1,197.212828313296,3,41.0333333333333,2.56666666666667,15.987012987013, 
1092,76,135,2,13,2,8,4,1,1,1,1,1,9,9,12,6,12,8,3,2,1,181.445037527699,2,30.3205128205128,1.46153846153846,20.7456140350877,-.377102616577677
1092,76,136,2,13,2,7,4,1,1,9,9,9,7,7,12,7,12,6,3,2,1,210.909484866707,4,30.3205128205128,1.46153846153846,20.7456140350877,-.19928223991637
1090,72,137,3,13,2,2,4,1,1,1,1,2,6,6,12,6,12,5,3,2,1,189.358742853513,3,41.0333333333333,2.56666666666667,15.987012987013,-.19928223991637
1092,75,138,2,13,2,4,4,1,1,1,4,1,7,7,12,6,12,6,3,2,1,198.167963273896,3,30.3205128205128,1.46153846153846,20.7456140350877,-.371639392396043
1092,75,139,2,13,2,10,4,1,1,1,1,1,7,6,12,5,12,8,3,2,1,193.150573403322,3,30.3205128205128,1.46153846153846,20.7456140350877,-.179569442780107
1092,75,140,2,13,2,11,3,1,3,1,1,1,7,7,12,6,12,7,3,2,1,166.393125456235,1,30.3205128205128,1.46153846153846,20.7456140350877, 
1087,64,141,1,13,1,7,4,1,1,1,1,1,12,8,12,8,12,8,3,2,1,296.465170904734,5,29.0753968253968,5.95238095238095,4.88466666666667,.871248295805256
1092,75,142,2,13,2,10,4,1,1,1,1,1,9,9,12,7,12,8,3,2,1,209.603933989031,3,30.3205128205128,1.46153846153846,20.7456140350877, 
1092,76,143,2,13,1,3,4,1,1,1,1,1,8,9,12,6,12,7,3,2,1,141.780191041222,1,30.3205128205128,1.46153846153846,20.7456140350877,-.842423938077291
1086,62,144,2,13,2,2,4,1,1,1,1,1,12,6,12,8,12,6,3,2,1,188.894505303761,2,22.8030303030303,1.09090909090909,20.9027777777778,1.71970183646756
1086,62,145,2,13,2,6,4,1,1,1,1,1,12,9,12,7,12,7,3,2,1,204.752503622836,3,22.8030303030303,1.09090909090909,20.9027777777778,1.16697036312726
1079,45,146,1,13,2,3,4,1,1,1,1,1,12,7,12,5,12,7,3,2,1,234.124006800584,5,28.3992248062016,2.32558139534884,12.2116666666667,-.377102616577677
524,67,147,2,13,2,4,4,1,1,1,1,1,7,8,12,8,12,7,3,2,1,173.658964112551,2,17.7905405405405,1.56756756756757,11.3491379310345,1.51438999396618
537,83,148,2,13,2,1,4,1,1,1,1,4,6,7,12,4,12,8,3,3,1,144.696131264975,1,8.34042553191489,4.42553191489362,1.88461538461538,.893588076906301
1097,93,149,2,13,2,2,4,1,1,1,1,1,66,9,12,7,12,8,3,3,1,190.092690678607,3,11.5294117647059,1.73529411764706,6.64406779661017,1.33892567821801
1097,93,150,2,13,2,7,4,1,1,1,1,1,66,9,12,7,12,8,3,3,1,190.461082591241,3,11.5294117647059,1.73529411764706,6.64406779661017,.859584915025529
543,89,151,4,13,2,2,5,1,1,1,1,1,12,7,12,5,12,6,3,3,1,137.253846366457,1,15.2342342342342,3.75675675675676,4.05515587529976, 
542,87,152,1,13,1,5,4,1,1,1,1,1,12,8,12,5,12,7,3,3,1,245.465493002641,5,15.7564102564103,4.97435897435897,3.16752577319588,1.51438999396618
542,87,153,1,13,1,2,5,1,1,1,1,1,12,8,12,8,12,8,3,3,1,290.476491958711,5,15.7564102564103,4.97435897435897,3.16752577319588, 
537,83,154,2,13,2,3,4,1,1,1,1,1,6,7,12,6,12,7,3,3,1,150.583769574505,1,8.34042553191489,4.42553191489362,1.88461538461538,1.21515892598676
536,82,155,1,13,1,6,4,1,1,1,1,1,12,6,12,5,12,5,3,3,1,222.270641131659,4,16.1710526315789,1.34210526315789,12.0490196078431,-.698673465658137
537,84,156,2,13,2,9,4,1,1,1,1,1,8,9,12,7,12,8,3,3,1,197.340224392522,3,8.34042553191489,4.42553191489362,1.88461538461538,.246937378087969
536,81,157,1,13,1,11,4,1,1,1,1,1,12,5,12,5,12,6,3,3,1,244.447937687955,5,16.1710526315789,1.34210526315789,12.0490196078431, 
537,84,158,2,13,2,11,4,1,1,1,1,1,7,7,12,6,12,7,3,3,1,209.172682190799,3,8.34042553191489,4.42553191489362,1.88461538461538,-.553974234184974
543,90,159,4,13,1,10,4,1,1,1,1,1,12,7,12,7,12,9,3,3,1,221.899898446287,4,15.2342342342342,3.75675675675676,4.05515587529976,.351873349875585
536,81,160,1,13,1,8,4,1,1,1,1,1,12,6,12,6,12,7,3,3,1,208.713548269748,3,16.1710526315789,1.34210526315789,12.0490196078431,-.0555317674972164
1096,91,161,4,13,1,3,4,1,1,3,4,4,12,5,12,7,12,7,3,3,1,132.568041310805,1,12.8106060606061,3.52272727272727,3.63655913978495,-.399442397678723
1095,86,162,2,13,2,7,3,1,3,1,1,1,6,8,12,6,12,5,3,3,1,165.627033335254,1,12.925,3.45,3.7463768115942,.837245133924484
537,84,163,2,13,2,6,4,1,1,1,1,1,7,8,12,6,12,10,3,3,1,199.881153912568,3,8.34042553191489,4.42553191489362,1.88461538461538,.123170625856719
1096,92,164,4,13,1,1,4,1,1,1,1,1,12,8,12,6,12,6,3,3,1,168.736834259327,2,12.8106060606061,3.52272727272727,3.63655913978495,-.19928223991637
